S1 Real/Imag g,S1  0-Z:0-Z,S2 Real/Imag g,S2 0-Z:0-Z
(0.024575252551764824+0j),(0.0007553307877549993-0.0004640546008824946j),(0.024575252551764824+0j),(0.0002265232613658423-0.0009443424189217542j)
(0.024584818629052395+0j),(0.00027385875032949876-0.000586067588239366j),(0.024584818629052395+0j),(-0.0006314207499678823+0.00035794766172188763j)
(0.024594384706339963+0j),(0.00035220529030558905-6.079898370579406e-05j),(0.024594384706339963+0j),(0.0003799174350270476-0.0007558897885908598j)
(0.02460395078362753+0j),(0.00027278039337840437+0.00024703921369206405j),(0.02460395078362753+0j),(-0.0005317907397061904-9.564747325121869e-05j)
(0.0246135168609151+0j),(-2.513001481549127e-05+3.8866481354104014e-05j),(0.0246135168609151+0j),(0.0003147814011429098+0.00041759287868305746j)
(0.02462308293820267+0j),(0.0003097594084422331-2.3901417539421614e-05j),(0.02462308293820267+0j),(-0.0002470847809013226-0.0012356059023572873j)
(0.02463264901549024+0j),(0.0004380167992714528-0.00015359725478475596j),(0.02463264901549024+0j),(-0.00024002888844706604-0.0005970949193156286j)
(0.02464221509277781+0j),(0.00017918991535528653-0.00028806446495292554j),(0.02464221509277781+0j),(-0.0002847996549096491-4.503984314026729e-05j)
(0.024651781170065376+0j),(0.0002764689965644159+0.00014500436604675214j),(0.024651781170065376+0j),(0.0013427205110200851+0.0006271866907304147j)
(0.024661347247352947+0j),(0.000529902961519936-0.00038237015690160113j),(0.024661347247352947+0j),(0.00047007463422577656-0.0009557564235889616j)
(0.024670913324640515+0j),(0.000609833606633368+0.0003957338507620557j),(0.024670913324640515+0j),(0.0014936779083465194+8.490271229103775e-05j)
(0.024680479401928083+0j),(-3.792268031032652e-06+0.00027145289548675727j),(0.024680479401928083+0j),(0.0008998081715439992-0.0001452018527608201j)
(0.024690045479215654+0j),(0.0003860558272242795-3.6114622587679667e-05j),(0.024690045479215654+0j),(0.0004731420147724903-0.0005184031889955621j)
(0.024699611556503222+0j),(0.0004315144003219607-0.00041416134064309725j),(0.024699611556503222+0j),(-0.0009641779385095279+0.00038194787262229375j)
(0.02470917763379079+0j),(7.839758940205467e-05-0.0005840593586206541j),(0.02470917763379079+0j),(0.0005192952278315584+0.0010753748803791496j)
(0.02471874371107836+0j),(0.00038200720180012193+0.0001523389261430189j),(0.02471874371107836+0j),(0.00029283196468904687+0.000698573294751537j)
(0.02472830978836593+0j),(5.664197747437716e-05+0.0001110188380818275j),(0.02472830978836593+0j),(0.0002228766480031078+0.0007633024890943608j)
(0.0247378758656535+0j),(0.0003345445149722065-0.00012328310268696247j),(0.0247378758656535+0j),(0.00017659623887061922+0.0004665461514546206j)
(0.024747441942941067+0j),(0.00041838557358034274-0.00036239812235435093j),(0.024747441942941067+0j),(-0.0003010120633922522-0.0004968594582501153j)
(0.024757008020228635+0j),(-1.6632317783571412e-05-0.00023994580995540405j),(0.024757008020228635+0j),(-0.0002519065716949727-0.00017721822793972104j)
(0.024766574097516206+0j),(0.00015974758079030166-0.00021385101092119682j),(0.024766574097516206+0j),(-0.00017935626030118583+0.0007848463065301602j)
(0.024776140174803774+0j),(0.0006007594177101035-0.0001546741384245612j),(0.024776140174803774+0j),(0.0014596008666939336+0.0001434775549978792j)
(0.024785706252091342+0j),(0.00030108674417428025+0.00016248169229594452j),(0.024785706252091342+0j),(6.299940701744646e-05+0.00021921535894084664j)
(0.024795272329378913+0j),(8.27027688756178e-05-0.00017044350243459533j),(0.024795272329378913+0j),(-0.00041875669432244443-0.0014322378064731515j)
(0.02480483840666648+0j),(0.00020719832448250395-0.000138014208293396j),(0.02480483840666648+0j),(0.00019365024334080247-0.00036062778493601227j)
(0.02481440448395405+0j),(0.0003590061104375451-0.00026124941120140834j),(0.02481440448395405+0j),(0.0014144935214776124+0.0004134917162920137j)
(0.02482397056124162+0j),(3.30111946283842e-05+9.281219092274656e-05j),(0.02482397056124162+0j),(0.000967571970688512+0.00047966012329211526j)
(0.024833536638529188+0j),(0.0004105549067183081-0.00031626346847558163j),(0.024833536638529188+0j),(4.972072076141269e-05-0.0009155358335999722j)
(0.02484310271581676+0j),(0.000289132235143229-0.00041265263904251325j),(0.02484310271581676+0j),(0.0001192564889843622-0.00011473015313085517j)
(0.024852668793104327+0j),(0.0003291706389042194-0.00030686508770317325j),(0.024852668793104327+0j),(0.0008099732467497213-0.0004783205459278203j)
(0.024862234870391894+0j),(0.0003113840117521919+0.0001636365189344708j),(0.024862234870391894+0j),(-2.0848034045989973e-05+0.0003538532548634186j)
(0.024871800947679466+0j),(0.00021903679669122027-6.379358164822606e-05j),(0.024871800947679466+0j),(0.00016305317999910736-0.0004149945367520153j)
(0.024881367024967033+0j),(0.00016379219075878676+7.068972810835428e-05j),(0.024881367024967033+0j),(0.0007537794598379932+0.0002975488518534226j)
(0.0248909331022546+0j),(0.00048362439763707-0.00015403260443017073j),(0.0248909331022546+0j),(0.0004429304429169405-0.0003548877864603552j)
(0.024900499179542172+0j),(0.0003652393672726924+8.175830899982967e-05j),(0.024900499179542172+0j),(0.00010230791688226654+0.00011940451547755765j)
(0.02491006525682974+0j),(0.0004372731365155241-0.0003382591701413872j),(0.02491006525682974+0j),(0.000533732813098694-0.0006915658128053322j)
(0.024919631334117308+0j),(0.00018868796396087783-0.00030938071647626406j),(0.024919631334117308+0j),(-0.00019713760354716638+0.0004360336251526438j)
(0.02492919741140488+0j),(0.0008763884264711578-0.0004363695221184091j),(0.02492919741140488+0j),(0.0003068527747760207-0.0013044904844620874j)
(0.024938763488692447+0j),(0.0003381054082026203-0.00014486868392159336j),(0.024938763488692447+0j),(0.00011604272618427998-0.0002830706018090652j)
(0.024948329565980018+0j),(0.000578419942098026+0.00014281314848805634j),(0.024948329565980018+0j),(0.0006914057067200458-0.0002456730818645867j)
(0.024957895643267586+0j),(0.0008266632546107006-0.0004432537303644471j),(0.024957895643267586+0j),(-0.0006270641943807733-0.0014541564895507043j)
(0.024967461720555154+0j),(0.0006401871512655727-0.00010398111933206701j),(0.024967461720555154+0j),(0.00013465647109784246+0.0004617923293493454j)
(0.024977027797842725+0j),(-0.00017383962323058345-0.00018664982719153613j),(0.024977027797842725+0j),(-0.0003686790638163471-0.000331649997918436j)
(0.024986593875130293+0j),(-1.9187175729712114e-05-0.0003168027247159241j),(0.024986593875130293+0j),(-8.567940304988254e-05-0.0003615631297907758j)
(0.02499615995241786+0j),(0.0006925847648550122-0.000526568220497599j),(0.02499615995241786+0j),(0.00016097721008335916+8.426647501007265e-05j)
(0.02500572602970543+0j),(0.0001346755931580945+3.627686374009239e-05j),(0.02500572602970543+0j),(0.0009364370710558003+0.0009507582532522871j)
(0.025015292106993+0j),(0.0005988476832050547-0.00014500922915286596j),(0.025015292106993+0j),(0.0006217700100311602-0.0005281000098227241j)
(0.02502485818428057+0j),(0.0004845273779469211-0.0005230275961483808j),(0.02502485818428057+0j),(-0.00043158325667228047-0.0016596515781769875j)
(0.025034424261568138+0j),(0.0005006666280365833-5.1375758678557154e-05j),(0.025034424261568138+0j),(0.0009980026687019528-0.000805528519916372j)
(0.025043990338855706+0j),(0.0007833792824271584-0.0002360970238779248j),(0.025043990338855706+0j),(4.802513733252115e-05-0.0006655105332461409j)
(0.025053556416143277+0j),(0.0005433449595764072-0.0004086605885139261j),(0.025053556416143277+0j),(-0.0003157806217358464-0.0006511975567990593j)
(0.025063122493430845+0j),(0.0003644093331450204-0.0003467586229111103j),(0.025063122493430845+0j),(-0.000247407781039115-0.00047792896186995486j)
(0.025072688570718413+0j),(0.0008265801691451535+2.0569472561844066e-05j),(0.025072688570718413+0j),(0.0016928796542726521-0.00045618241480140033j)
(0.025082254648005984+0j),(0.0007812956745504718-0.00043482169534691834j),(0.025082254648005984+0j),(0.0007881900423381773-0.0007803856459910353j)
(0.02509182072529355+0j),(0.00024967538378171104-0.0009474585510473406j),(0.02509182072529355+0j),(-0.0005961726938197146+0.0009453850553081043j)
(0.02510138680258112+0j),(0.0005656491670102879-0.0006103988902428717j),(0.02510138680258112+0j),(0.0001655445037644488-0.001108154148414395j)
(0.02511095287986869+0j),(0.001171299678096698+0.00023400430552041008j),(0.02511095287986869+0j),(0.00021952152159928972-0.00022446168509500768j)
(0.02512051895715626+0j),(0.0005668808306940551-0.00016497265498249198j),(0.02512051895715626+0j),(0.0007956512661660611-0.0010305674117627149j)
(0.02513008503444383+0j),(0.0007746447994544985+0.0003198785997384934j),(0.02513008503444383+0j),(-0.00040722536197242257-0.00038749406545660785j)
(0.025139651111731397+0j),(0.0005428911252935478-6.925123522712416e-05j),(0.025139651111731397+0j),(-0.0003713642142089882-0.000835395004233009j)
(0.025149217189018965+0j),(0.0004308839238203281-0.00013617924322117725j),(0.025149217189018965+0j),(-0.0007407739383589792-0.0004245890213200761j)
(0.025158783266306536+0j),(0.0002557973018660985-0.0003658511307684204j),(0.025158783266306536+0j),(0.000777011646235202-0.0005935721823524559j)
(0.025168349343594104+0j),(0.0008510699137306019-0.0011318532893427593j),(0.025168349343594104+0j),(-5.999596501767138e-05-0.0009604931382657349j)
(0.025177915420881672+0j),(0.0014236584243956778-0.0009593410242313388j),(0.025177915420881672+0j),(0.0005061159884699882-0.0024328086923137465j)
(0.025187481498169243+0j),(0.0006483392674272177-0.0001446019520403732j),(0.025187481498169243+0j),(0.0016646271890903583+0.00041612459520945326j)
(0.02519704757545681+0j),(0.0012755746747464805-0.0009437135668557j),(0.02519704757545681+0j),(0.0009017421660912474-0.000789842219197529j)
(0.02520661365274438+0j),(0.0013645031062319293-0.0010299252816371933j),(0.02520661365274438+0j),(3.617803324772599e-05-0.0014375643225659036j)
(0.02521617973003195+0j),(0.00012799265147504668-0.001906635471527132j),(0.02521617973003195+0j),(-0.0021519735998766633-0.0003147399729973235j)
(0.025225745807319518+0j),(0.0010180612339537845+0.003943145832976966j),(0.025225745807319518+0j),(0.002435305496356006+0.0025854819727825586j)
(0.02523531188460709+0j),(0.003290870806677607+0.005047477056586124j),(0.02523531188460709+0j),(0.004684660029542542+0.002605521449000172j)
(0.025244877961894657+0j),(-0.002141520412900349-0.0021538995847101713j),(0.025244877961894657+0j),(-0.002997446118253199-0.00037326472270631964j)
(0.025254444039182224+0j),(0.005452723061270158-0.0009398744482412812j),(0.025254444039182224+0j),(0.0027927101190633936-0.0026419660155858012j)
(0.025264010116469796+0j),(0.0012874976548463357+0.0005924781105187875j),(0.025264010116469796+0j),(0.0013551994521084209+0.0002774442569384818j)
(0.025273576193757363+0j),(0.002357732941313507+0.0009232181681698822j),(0.025273576193757363+0j),(0.002240156223518446-0.0009622841855915215j)
(0.02528314227104493+0j),(0.0035929248383388184+0.001037082461802399j),(0.02528314227104493+0j),(0.0014071880770433337-1.747265929932404e-05j)
(0.025292708348332502+0j),(0.0025856195677478803-0.0025730822620922008j),(0.025292708348332502+0j),(0.001600461373184368-0.0019636111170289994j)
(0.02530227442562007+0j),(-0.0015800048006111046-0.001100682301469487j),(0.02530227442562007+0j),(0.0006176613711420418-0.0011858278269965734j)
(0.02531184050290764+0j),(0.0027250755021639623-0.0010842515778617895j),(0.02531184050290764+0j),(0.0006778915319189861-8.017192959716814e-05j)
(0.02532140658019521+0j),(0.0005877598381724788-0.0019409117406861958j),(0.02532140658019521+0j),(0.0010134960653187522-0.002427453241724621j)
(0.025330972657482777+0j),(6.105955807361941e-05-0.003512804187101538j),(0.025330972657482777+0j),(-0.00046182883104872366-0.001518284247862238j)
(0.025340538734770348+0j),(0.0029169000489896154-0.0012213133367718094j),(0.025340538734770348+0j),(0.000495038728746578-0.0018843235659232423j)
(0.025350104812057916+0j),(0.012805329798297705-0.00013185665331263115j),(0.025350104812057916+0j),(0.008071521887506896-0.0009130741198040099j)
(0.025359670889345483+0j),(0.01394687558098791-0.005553073244221491j),(0.025359670889345483+0j),(0.00924188162522855-0.005199801301412368j)
(0.025369236966633055+0j),(-0.001449421464546444+0.001875782648249489j),(0.025369236966633055+0j),(-0.0004245660770114404+0.0006971340159145821j)
(0.025378803043920622+0j),(0.0048460350436705674-0.010971518952968636j),(0.025378803043920622+0j),(0.0022340789582097212-0.00900336247846683j)
(0.02538836912120819+0j),(0.0020684759007320113+0.0016269200799178187j),(0.02538836912120819+0j),(0.002380237424486543-5.713122385638061e-05j)
(0.02539793519849576+0j),(0.0035519790804380167+0.008226572407472496j),(0.02539793519849576+0j),(0.005708600403484252+0.004486924712339366j)
(0.02540750127578333+0j),(0.015721830759082383+0.004177523819123965j),(0.02540750127578333+0j),(0.011474504400572065-0.0017670535644592708j)
(0.0254170673530709+0j),(-0.013271478474313276-0.019923167901096436j),(0.0254170673530709+0j),(-0.014752788256230914-0.007496225102111001j)
(0.025426633430358468+0j),(-0.04285315669298462-0.007548604648210214j),(0.025426633430358468+0j),(-0.02969623055521404+0.009663487924073967j)
(0.025436199507646036+0j),(0.007976235281901767-0.015824901012197877j),(0.025436199507646036+0j),(-0.0006168668642870675-0.015045382600956262j)
(0.025445765584933607+0j),(-0.016978123916403867+0.009638655068259804j),(0.025445765584933607+0j),(-0.007614052015807448+0.012356136695679993j)
(0.025455331662221175+0j),(-0.0055419659093854205-0.004840294109959872j),(0.025455331662221175+0j),(-0.006350516702874029-0.0015236996986478393j)
(0.025464897739508743+0j),(0.004007451394994075+0.001065975299672632j),(0.025464897739508743+0j),(0.003484590083740277-0.0008171744285093748j)
(0.025474463816796314+0j),(0.007507827563549658-0.01687106793882201j),(0.025474463816796314+0j),(-0.0006433012028458932-0.013874119176410096j)
(0.02548402989408388+0j),(-0.003401334980582595-0.006869437250266411j),(0.02548402989408388+0j),(-0.004385333946528443-0.003956201456273749j)
(0.02549359597137145+0j),(-0.0038188814264384476+0.019129534697961643j),(0.02549359597137145+0j),(0.0041614414082127415+0.014266656793999627j)
(0.02550316204865902+0j),(-0.01140565300015004-0.005888657889051085j),(0.02550316204865902+0j),(-0.009926049154748961-0.0009009143205084889j)
(0.02551272812594659+0j),(0.001630869116165783+0.008135307541446158j),(0.02551272812594659+0j),(0.004210805948723837+0.004447603273005565j)
(0.02552229420323416+0j),(-0.005621611732199016+0.006617442972622529j),(0.02552229420323416+0j),(-0.002211382910337131+0.00514991420110006j)
(0.025531860280521727+0j),(0.001770216708436235+0.0031708180354491347j),(0.025531860280521727+0j),(0.0023615780789457246+0.001128085150276676j)
(0.025541426357809295+0j),(-0.008231144032129448-0.015297857380448985j),(0.025541426357809295+0j),(-0.008864762219356575-0.007393042104387265j)
(0.025550992435096866+0j),(-0.017557552346077893-0.011108364127695773j),(0.025550992435096866+0j),(-0.012951822656153746-0.0031734452378126125j)
(0.025560558512384434+0j),(0.008696839374241877+0.00043196993868993815j),(0.025560558512384434+0j),(0.005730357735775367-0.0020075228489894507j)
(0.025570124589672002+0j),(-0.011585177595306945+0.0034408623427649877j),(0.025570124589672002+0j),(-0.005320296203456458+0.005749691610009814j)
(0.025579690666959573+0j),(0.00046374094734299927-0.0008692647028574359j),(0.025579690666959573+0j),(8.375130287917593e-05-0.0008775673194436476j)
(0.02558925674424714+0j),(0.0010168486945476224+0.0032132743720955717j),(0.02558925674424714+0j),(0.00046212624126404855+0.0027657347718995514j)
(0.025598822821534712+0j),(0.005711050312502321+0.0008174337644076525j),(0.025598822821534712+0j),(0.003915433255389988-0.00176697378454953j)
(0.02560838889882228+0j),(-0.0030694184389762854+0.0005341419689160624j),(0.02560838889882228+0j),(-0.0020617400242349013+0.001280973301614733j)
(0.025617954976109848+0j),(-0.01036520194831249+0.005984599824854881j),(0.025617954976109848+0j),(-0.004255127934740585+0.006014266938125082j)
(0.02562752105339742+0j),(-0.0016265833543311647-0.0043104670804290915j),(0.02562752105339742+0j),(-0.002140235675646486-0.0033250230767811564j)
(0.025637087130684987+0j),(-0.0028990855953505783+0.0055673238818936665j),(0.025637087130684987+0j),(0.000447731953713301+0.003807563936138301j)
(0.025646653207972554+0j),(-0.003789136188897641+0.000856371435643831j),(0.025646653207972554+0j),(-0.0016221904869832746+0.0006684676547671966j)
(0.025656219285260125+0j),(-0.0018968638682165038+0.0020403447103396035j),(0.025656219285260125+0j),(-0.0005575163991098703+0.0016615101551466333j)
(0.025665785362547693+0j),(0.0010853348087689547-0.003912608375555202j),(0.025665785362547693+0j),(-0.0011763341190581898-0.002710738088240982j)
(0.02567535143983526+0j),(-0.0005238284779940115-0.00304304594934179j),(0.02567535143983526+0j),(-0.0009548914789333912-0.001796463839616155j)
